1 Airfoil data for IEA 15 MW
8
1 120 21.100000 configuration: Default, Re = 1.000e+07
 -1.800000000000000e+02   0.000000000000000e+00   2.464146255885971e-02   0.000000000000000e+00 
 -1.777142857404007e+02   5.402504999999973e-02   2.533819157601850e-02   9.142857142857111e-02 
 -1.754285714000024e+02   1.080501000000001e-01   2.742386791262707e-02   1.828571428571434e-01 
 -1.731428571168999e+02   1.620751499999998e-01   3.088494454883671e-02   2.742857142857145e-01 
 -1.708571604236018e+02   2.161002000000001e-01   3.569894666004403e-02   3.657142857142855e-01 
 -1.685716317788249e+02   2.701252499999999e-01   5.599104793704501e-02   3.919171380083344e-01 
 -1.662857142675925e+02   3.241502999999996e-01   8.143456941199648e-02   3.789845588216693e-01 
 -1.639999999844900e+02   3.781753499999999e-01   1.111181199774720e-01   3.660519796350041e-01 
 -1.617144728866992e+02   4.322003999999997e-01   1.448529823401942e-01   3.531194004483390e-01 
 -1.594283712841272e+02   4.862254499999999e-01   1.824246843171338e-01   3.476784059442646e-01 
 -1.571428426393504e+02   5.402504999999997e-01   2.235943631517934e-01   3.647121654879618e-01 
 -1.548573139945735e+02   5.942755500000001e-01   2.681002849817088e-01   3.817459250316594e-01 
 -1.525714285689776e+02   6.483005999999998e-01   3.156595097900088e-01   3.987796845753567e-01 
 -1.502857142858751e+02   7.023256500000000e-01   3.659696912483095e-01   4.158134441190544e-01 
 -1.480000000027727e+02   7.563506999999998e-01   4.187110000000000e-01   4.195454592054533e-01 
 -1.438571428360015e+02   7.318783269239915e-01   5.194063216490634e-01   4.228655348597155e-01 
 -1.397142857265262e+02   7.065528355994307e-01   6.248782153204180e-01   4.263227290676669e-01 
 -1.355714285597550e+02   6.776040044026928e-01   7.329268692419378e-01   4.316310237504245e-01 
 -1.314285714502797e+02   6.433295384757597e-01   8.412988626197737e-01   4.369393184331820e-01 
 -1.272857142835086e+02   6.027662380766498e-01   9.477341973794456e-01   4.438932390944983e-01 
 -1.231428571167375e+02   5.555015408989838e-01   1.050013466313862e+00   4.517132786918981e-01 
 -1.190000000072621e+02   5.015565175320579e-01   1.146004172998905e+00   4.589740874879120e-01 
 -1.148571428404910e+02   4.413065924667310e-01   1.233705236549658e+00   4.644773137652843e-01 
 -1.107142857310156e+02   3.754225708324188e-01   1.311288752188593e+00   4.699805400426567e-01 
 -1.065714285642445e+02   3.048226261816518e-01   1.377138135889630e+00   4.709637155505512e-01 
 -1.024285714547692e+02   2.306301410703767e-01   1.429881856853057e+00   4.710052138148045e-01 
 -9.828571428799803e+01   1.541346331849047e-01   1.468422053679695e+00   4.682373893923625e-01 
 -9.414285712122692e+01   7.675435743785330e-02   1.491957436925499e+00   4.614896911637687e-01 
 -9.000000001175157e+01   6.938893903907228e-17   1.500000000000000e+00   4.547419929351749e-01 
 -8.585714284498043e+01  -7.675435743785307e-02   1.491957436925499e+00   4.402616052017690e-01 
 -8.171428573550509e+01  -1.541346331849047e-01   1.468422053679695e+00   4.257812174683632e-01 
 -7.757142856873395e+01  -2.306301410703764e-01   1.429881856853057e+00   4.082106877197933e-01 
