1  number of sets, Nset
-----------------
#1 written using the HAWC2 OpenMDAO wrapper
Case ID: wsp_10_00
================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
          r [0]                   m [1]                 x_cg [2]                y_cg [3]                ri_x [4]                ri_y [5]                pitch [6]                x_e [7]                 y_e [8]                K_11 [9]                K_12 [10]                K_13 [11]                K_14 [12]                K_15 [13]                K_16 [14]                K_22 [15]                K_23 [16]                K_24 [17]                K_25 [18]                K_26 [19]                K_33 [20]                K_34 [21]                K_35 [22]                K_36 [23]                K_44 [24]                K_45 [25]                K_46 [26]                K_55 [27]                K_56 [28]                K_66 [29]        
================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
$1 20
   0.000000000000000e+00    3.183240211240000e+03    1.416031537990000e-04    2.862930938700000e-05    1.788513538940000e+00    1.781988851730000e+00   -7.456576711680000e+01    2.690625117710000e-05   -3.363971055960000e-06    6.722881817200000e+09    5.565176162360000e+05    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -3.134337934880000e+06    6.534995301200000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -1.672700038340000e+03    4.548643537250000e+10   -8.487868636250000e-04   -1.304748383100000e-02    0.000000000000000e+00    1.448623136310000e+11    1.546744257210000e-03    0.000000000000000e+00    1.450738304640000e+11    0.000000000000000e+00    8.434338368910001e+10
   3.514470955673711e+00    2.691873750600000e+03    1.502282204535393e-02   -7.802749055450000e-04    1.785691377960000e+00    1.774551751510000e+00   -6.285062023360000e+01    1.650746730275393e-02   -4.872664370400000e-04    2.651982402480000e+09    1.518053900370000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -8.325138757560000e+09    4.792948937330000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    4.238745193100000e+09    3.882986980710000e+10   -1.877299680170000e-02    1.435684982990000e-02    0.000000000000000e+00    1.214778928210000e+11    8.877478539940000e-04    0.000000000000000e+00    1.245070667020000e+11    0.000000000000000e+00    4.689919527710000e+10
   5.857443294956685e+00    2.349328947200000e+03    5.267712359659549e-02   -1.752286426550000e-03    1.752831326300000e+00    1.738712161070000e+00   -5.417223469220000e+01    5.954113934459551e-02   -6.036639598090000e-04    2.780096344360000e+09    1.619131715570000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -6.340953270140000e+09    3.813998740730000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    4.610176850180000e+09    3.484450357230000e+10    1.034462088780000e-04    9.587129239460000e-03    0.000000000000000e+00    1.028129933350000e+11   -2.675675600770000e-02    0.000000000000000e+00    1.090233019750000e+11    0.000000000000000e+00    3.855574930420000e+10
   1.171489332519484e+01    1.626924530570000e+03    2.189640422338464e-01    6.275730067380000e-03    1.416371448910000e+00    1.590031422890000e+00   -3.274855166450000e+01    2.637993059538464e-01    3.822445218970000e-03    3.532834106940000e+09    6.316957435390000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -2.869914297460000e+08    2.783144130120000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    3.892610833750000e+08    2.762861957320000e+10   -3.350680154920000e-03    2.310537143470000e-03    0.000000000000000e+00    5.509875247520000e+10   -2.026878297330000e-03    0.000000000000000e+00    6.800509574380000e+10    0.000000000000000e+00    2.578320487620000e+10
   1.757235028739203e+01    9.658628613890000e+02    3.154452231986187e-01    2.198040816380000e-02    1.207908870480000e+00    1.464346339620000e+00   -3.530711740930000e+01    5.000682693246187e-01    1.033536417160000e-02    1.955685416170000e+09    6.980083859060000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -2.710552603530000e+08    1.334840826270000e+09    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.791842917050000e+08    2.326947816530000e+10   -6.819080627840000e-04    4.511098423560000e-03    0.000000000000000e+00    2.914753033730000e+10   -2.960633486510000e-03    0.000000000000000e+00    3.944539179220000e+10    0.000000000000000e+00    8.128613792220000e+09
   2.342976207682262e+01    5.823654734220000e+02    4.465895419462860e-01    4.020847932160000e-02    1.339729443130000e+00    1.121146930340000e+00   -5.927939924570000e+01    7.785576296862859e-01    2.194584611350000e-02    6.187274007350000e+08    3.093055707500000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -1.316831004710000e+08    8.515441188789999e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    8.453351323710000e+06    2.110454162200000e+10   -4.683895709980000e-03    5.645984900610000e-03    0.000000000000000e+00    1.676930335930000e+10   -3.500381950290000e-03    0.000000000000000e+00    2.481001766360000e+10    0.000000000000000e+00    2.397769082340000e+09
   2.928720958138168e+01    4.756533757830000e+02    5.054326072639647e-01    3.696471748520000e-02    1.265559180070000e+00    1.050244310930000e+00   -5.808931394190000e+01    8.855246632049647e-01    1.968799196780000e-02    3.945252335620000e+08    1.647851049110000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -8.150740401540001e+07    4.874963747800000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -1.737115291070000e+06    2.155671836790000e+10   -1.429460630310000e-03   -1.248863339160000e-03    0.000000000000000e+00    1.386783216200000e+10    1.752408221360000e-03    0.000000000000000e+00    1.919446443850000e+10    0.000000000000000e+00    1.056810970240000e+09
   3.514465591294829e+01    4.449949877830000e+02    4.634502312719159e-01    2.597611285450000e-02    1.002267916500000e+00    1.235630500940000e+00   -3.807277498290000e+01    8.722775184999159e-01    1.075651727220000e-02    3.603506167790000e+08    9.054498389040001e+07    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -5.951309565690000e+07    2.696651891420000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.201512882490000e+07    2.275847643530000e+10   -4.471991492680000e-04   -4.622839281310000e-04    0.000000000000000e+00    1.365133695090000e+10    2.104896120730000e-04    0.000000000000000e+00    1.730632855820000e+10    0.000000000000000e+00    6.323154820380000e+08
   4.685946579712721e+01    4.191272602190000e+02    4.314370875874387e-01    1.339858507730000e-02    6.371788163630000e-01    1.282877427110000e+00   -1.509777886850000e+01    8.254338378904387e-01   -1.883114624030000e-04    3.673228640340000e+08    4.051713192380000e+07    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -3.431243197530000e+07    1.708234480100000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    3.375317473830000e+07    2.339568113720000e+10   -7.675440536520000e-04   -3.237273651820000e-04    0.000000000000000e+00    1.013667022710000e+10   -5.860165692870000e-04    0.000000000000000e+00    1.408341593870000e+10    0.000000000000000e+00    3.983458098480000e+08
   5.271691442245208e+01    3.794548229280000e+02    4.722839595334226e-01    1.089265333440000e-02    5.748475443620000e-01    1.172845013790000e+00   -1.426836163610000e+01    8.252291971384226e-01   -1.261099243610000e-03    3.586772627330000e+08    4.373031836710000e+07    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00   -2.741681575530000e+07    1.482291571960000e+08    0.000000000000000e+00    0.000000000000000e+00    0.000000000000000e+00    2.812895913510000e+07    2.216158237820000e+10   -5.406130376660000e-04   -4.385282381630000e-04    0.000000000000000e+00    7.812483429610000e+09    2.966341562570000e-04    0.000000000000000e+00    1.064362234240000e+10    0.000000000000000e+00    3.033907670770000e+08
