                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.284198       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -4.60893942358771e-03
 9.73026274360782e-01 -6.90410076617925e-03
 9.46371457541627e-01 -9.78274386336143e-03
 9.20273495565877e-01 -1.58455587504305e-02
 8.94744688579349e-01 -2.20638481041609e-02
 8.69779414984476e-01 -3.00104056473268e-02
 8.45299135151229e-01 -3.92871197271414e-02
 8.20914212591022e-01 -4.95379067314830e-02
 7.96797531864184e-01 -6.03717731534442e-02
 7.73128867337422e-01 -7.17274571179314e-02
 7.49844043998433e-01 -8.32595985064994e-02
 7.26963938649573e-01 -9.49440951071816e-02
 7.04430597697800e-01 -1.06540252864963e-01
 6.82194541658994e-01 -1.17838919646450e-01
 6.60258597755295e-01 -1.28853346292098e-01
 6.38566293814587e-01 -1.39364020554095e-01
 6.17114984312513e-01 -1.49351095412434e-01
 5.95895656708021e-01 -1.58755950015525e-01
 5.74503377043175e-01 -1.67557771894081e-01
 5.53129301168747e-01 -1.75757762053144e-01
 5.31932507330410e-01 -1.83237261258255e-01
 5.10943667188354e-01 -1.89995759469207e-01
 4.90231626247669e-01 -1.96141373862753e-01
 4.69751621961692e-01 -2.01471168300097e-01
 4.49604186640828e-01 -2.06205771483256e-01
 4.29750297537200e-01 -2.10123190922374e-01
 4.10254567313469e-01 -2.13358050633957e-01
 3.91146062349337e-01 -2.15962287442376e-01
 3.72439071962632e-01 -2.17886963766478e-01
 3.54155988922917e-01 -2.19115869582696e-01
 3.36327239751658e-01 -2.19884564494870e-01
 3.18965055925114e-01 -2.19952589898614e-01
 3.02085751927913e-01 -2.19531330152673e-01
 2.85697723748658e-01 -2.18641418233982e-01
 2.69823448216455e-01 -2.17250456814779e-01
 2.54468436372941e-01 -2.15376559317857e-01
 2.39646774965380e-01 -2.13043191681078e-01
 2.25331377671107e-01 -2.10363259228115e-01
 2.11560700644269e-01 -2.07249248163466e-01
 1.98327353420194e-01 -2.03731927200291e-01
 1.85617141077304e-01 -1.99844152168761e-01
 1.73461081145169e-01 -1.95490872856540e-01
 1.61810871395122e-01 -1.90698706499597e-01
 1.50708743257458e-01 -1.85232592314180e-01
 1.40112600351236e-01 -1.78802644969612e-01
 1.30039544810553e-01 -1.74851736234860e-01
 1.20500211132755e-01 -1.70740907490009e-01
 1.11423220917364e-01 -1.66527009247675e-01
 1.02889020307567e-01 -1.62152704506253e-01
 9.48125771697679e-02 -1.57698708517022e-01
 8.72369919012917e-02 -1.53144368626482e-01
 8.01324785590182e-02 -1.48514482414761e-01
 7.34579550856690e-02 -1.43841235921730e-01
 6.72619371637620e-02 -1.39101671403044e-01
 6.14560513486517e-02 -1.34349150142282e-01
 5.60322009113685e-02 -1.29592557495004e-01
 5.09945547137828e-02 -1.24833570068795e-01
 4.62919791378606e-02 -1.20099989078740e-01
 4.20207001381305e-02 -1.15363744257543e-01
 3.80636755022615e-02 -1.10674760203052e-01
 3.43529735390705e-02 -1.06057732615256e-01
 3.10205476186121e-02 -1.01482129048378e-01
 2.79789787650345e-02 -9.69743859208668e-02
 2.51951173026208e-02 -9.25452850431355e-02
 2.26378122011129e-02 -8.82025818491863e-02
 2.02573441849887e-02 -8.39587403643820e-02
 1.81260503814440e-02 -7.98004269603361e-02
 1.61810370846990e-02 -7.57419239496314e-02
 1.43942617624020e-02 -7.17888194868575e-02
 1.27513819750110e-02 -6.79485704455985e-02
 1.12894240482125e-02 -6.42200881025965e-02
 9.97104984793563e-03 -6.06073356574692e-02
 8.78460126935647e-03 -5.71098600987349e-02
 7.73526384441316e-03 -5.37270130723490e-02
 6.80285178878571e-03 -5.04600814013508e-02
 5.97369992220497e-03 -4.73031147500374e-02
 5.25574516268517e-03 -4.42505623141071e-02
 4.63028704045098e-03 -4.13063026398029e-02
 4.05840849551442e-03 -3.84701917035665e-02
 3.53203595021267e-03 -3.57387242252188e-02
 3.09489868687283e-03 -3.31084105047640e-02
 2.73593611786447e-03 -3.05760464689025e-02
 2.41471740896638e-03 -2.81453696264515e-02
 2.10394198389441e-03 -2.58145450322577e-02
 1.80620683805005e-03 -2.35812203393520e-02
 1.53914396002586e-03 -2.14425594142811e-02
 1.30988184415713e-03 -1.93933823563892e-02
 1.10724727170470e-03 -1.74298941518953e-02
 9.19983699102553e-04 -1.55491060991498e-02
 7.47077728420797e-04 -1.37478397290029e-02
 6.07503542402805e-04 -1.20225072232749e-02
 5.04549243310988e-04 -1.03699930117859e-02
 4.18129417026198e-04 -8.78832519368070e-03
 3.28146772463567e-04 -7.27550794605862e-03
 2.01734671127734e-04 -5.83035907748822e-03
 1.08977033428879e-04 -4.45036025927086e-03
 7.48675455901896e-05 -3.13387413332293e-03
 4.71891595449047e-05 -1.88440818550327e-03
 2.55381003167118e-05 -7.22520325891678e-04
 0.00000000000000e+00  0.00000000000000e+00
 1.82445941401892e-05  1.09822113852304e-03
 4.47452854837152e-05  2.32787420168859e-03
 1.03778072877464e-04  3.62525218721891e-03
 1.97857509730540e-04  4.98314772485607e-03
