! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! AeroElasticSE FAST driver
! line
! line
! ------------------------------------------------------------------------------
DEFAULT                  InterpOrd   ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1                        NonDimArea  ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"IEA-15-240-RWT_AF15_Coords.txt"       NumCoords   ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
AF15_BL.txt              BL_file     ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1                        NumTabs     ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1 
! ------------------------------------------------------------------------------
3.000000                 Re          ! Reynolds number in millions
0                        Ctrl        ! Control setting (must be 0 for current AirfoilInfo)
True                     InclUAdata  ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-2.960062                alpha0      ! 0-lift angle of attack, depends on airfoil.
13.627057                alpha1      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-10.680572               alpha2      ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000                 eta_e       ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
8.014186                 C_nalpha    ! Slope of the 2D normal force coefficient curve. (1/rad)
Default                  T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
Default                  T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
Default                  T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
Default                  T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
Default                  b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
Default                  b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
Default                  b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
Default                  A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
Default                  A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
Default                  A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000                 S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000                 S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.982561                 Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-1.271763                Cn2         ! As Cn1 for negative AOAs.
Default                  St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.014510                 Cd0         ! 2D drag coefficient value at 0-lift.
-0.083575                Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000                 k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000                 k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000                 k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
Default                  x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
Default                  UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
Default                  filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
200                      NumAlf      ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-1.80000000000000e+02  0.00000000000000e+00  3.29453076082466e-02  0.00000000000000e+00
-1.77000000000000e+02  9.20817740862242e-02  3.40977764143746e-02  1.20000000361047e-01
-1.74000000000000e+02  1.84162482361521e-01  3.71720667129573e-02  2.39999998922534e-01
-1.71000000000000e+02  2.76243709890200e-01  4.21391197358654e-02  3.60000658682385e-01
-1.68000000000000e+02  3.68328828713436e-01  5.01522736976604e-02  4.04341407905008e-01
-1.65000000000000e+02  4.60405198952197e-01  7.21244231725805e-02  4.10852692819182e-01
-1.62000000000000e+02  5.52491284381649e-01  1.09235960494450e-01  4.17364664075255e-01
-1.59000000000000e+02  6.44589842957587e-01  1.52446766011551e-01  4.29254740166213e-01
-1.56000000000000e+02  7.36809877107096e-01  2.00992714595340e-01  4.51906015310975e-01
-1.53000000000000e+02  8.29153878248385e-01  2.54064523756905e-01  4.74551989735043e-01
-1.50000000000000e+02  9.21847623528178e-01  3.11437966586777e-01  4.94129115127781e-01
-1.47000000000000e+02  9.63929829102448e-01  3.72864410206142e-01  4.83034562210683e-01
-1.44000000000000e+02  9.04530666798996e-01  4.36447159651802e-01  4.69013383414224e-01
-1.41000000000000e+02  8.52250224111874e-01  5.02923354401286e-01  4.55587796110118e-01
-1.38000000000000e+02  8.02458349680375e-01  5.70490110978254e-01  4.45632881358491e-01
-1.35000000000000e+02  7.54525648153485e-01  6.38811742932979e-01  4.38265189178474e-01
-1.32000000000000e+02  7.07696666412643e-01  7.07326572390119e-01  4.30896724000904e-01
-1.29000000000000e+02  6.60774549474821e-01  7.74884290898918e-01  4.27216798458039e-01
-1.26000000000000e+02  6.13411554438028e-01  8.41111958841445e-01  4.25432454231741e-01
-1.23000000000000e+02  5.65423752308721e-01  9.05679864796800e-01  4.25001029635266e-01
-1.20000000000000e+02  5.16112179735297e-01  9.66515143734150e-01  4.24779642765256e-01
-1.17000000000000e+02  4.65827997502734e-01  1.02389828339377e+00  4.25380663399174e-01
-1.14000000000000e+02  4.14698130656090e-01  1.07774718201429e+00  4.26384157380436e-01
-1.11000000000000e+02  3.62669814310485e-01  1.12707565196426e+00  4.27390764360428e-01
-1.08000000000000e+02  3.09880908113816e-01  1.16975730473768e+00  4.27028371302801e-01
-1.05000000000000e+02  2.56881126292934e-01  1.20743846962859e+00  4.26356385369409e-01
-1.02000000000000e+02  2.03830956760376e-01  1.23993791427160e+00  4.25320504356902e-01
-9.90000000000000e+01  1.51191989334236e-01  1.26480607253399e+00  4.23003400614988e-01
-9.60000000000000e+01  9.95566008885626e-02  1.28250500913417e+00  4.19073539515478e-01
-9.30000000000000e+01  4.90864002269102e-02  1.29426091056520e+00  4.14640749244140e-01
-9.00000000000000e+01 -1.92260297305375e-10  1.29999999997752e+00  4.10209657454104e-01
-8.70000000000000e+01 -4.90863999326058e-02  1.29426091059961e+00  4.00779894561011e-01
-8.40000000000000e+01 -9.95566007498514e-02  1.28250500917595e+00  3.91352257072049e-01
-8.10000000000000e+01 -1.51191989746630e-01  1.26480607233916e+00  3.81545092977492e-01
-7.80000000000000e+01 -2.03830957172770e-01  1.23993791407677e+00  3.70494107452782e-01
-7.50000000000000e+01 -2.56881126079401e-01  1.20743846976434e+00  3.58418911548625e-01
-7.20000000000000e+01 -3.09880907866468e-01  1.16975730493409e+00  3.46082964406781e-01
-6.90000000000000e+01 -3.62669814649565e-01  1.12707565164278e+00  3.33546884837505e-01
-6.60000000000000e+01 -4.14698130275618e-01  1.07774718237502e+00  3.20125535029534e-01
-6.30000000000000e+01 -4.65827997432385e-01  1.02389828347089e+00  3.06703872695046e-01
-6.00000000000000e+01 -5.16112179894296e-01  9.66515143537994e-01  2.93347328607241e-01
-5.70000000000000e+01 -5.65423751785740e-01  9.05679865441997e-01  2.80242168427946e-01
-5.40000000000000e+01 -6.13411554529426e-01  8.41111958717943e-01  2.67192352007221e-01
-5.10000000000000e+01 -6.60774549842598e-01  7.74884290371409e-01  2.54218999072432e-01
-4.80000000000000e+01 -7.07696666656157e-01  7.07326572033836e-01  2.41353612047981e-01
-4.50000000000000e+01 -7.54525647749354e-01  6.38811743524258e-01  2.28703895584144e-01
-4.20000000000000e+01 -8.39958349677075e-01  5.70490110982930e-01  2.16052018057995e-01
-3.90000000000000e+01 -9.27250224210906e-01  5.02923354274224e-01  1.86468205909353e-01
-3.60000000000000e+01 -1.01703066616903e+00  4.36447160326138e-01  1.34586573338197e-01
-3.30000000000000e+01 -1.11392982929397e+00  3.72864410001126e-01  7.95892332561154e-02
-3.00000000000000e+01 -1.24472756558974e+00  2.78944633270374e-01  4.93258403174716e-02
-2.93939393939394e+01 -1.27196411524275e+00  2.56953577845567e-01  4.57702638306196e-02
-2.87878787878788e+01 -1.29855325550451e+00  2.34761306295155e-01  4.22153680060952e-02
-2.81818181818182e+01 -1.32453701070020e+00  2.12580867823433e-01  3.86612204917640e-02
-2.75757575757576e+01 -1.33022261742593e+00  2.00151772867502e-01  3.54567477068223e-02
-2.69696969696970e+01 -1.32698638591066e+00  1.91923651062311e-01  3.24024726730249e-02
