                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250000       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -7.97496686412809e-03
 9.79300614474975e-01 -6.02172178831869e-03
 9.58399833035922e-01 -4.52746317034097e-03
 9.37385880580029e-01 -3.54249368105679e-03
 9.16333996952224e-01 -3.02083932031621e-03
 8.95345636423353e-01 -3.35281476469078e-03
 8.74507449465322e-01 -5.03171262719199e-03
 8.53919847676585e-01 -7.69712581322864e-03
 8.33594143014416e-01 -1.12160959007066e-02
 8.13538923550798e-01 -1.54860494900237e-02
 7.93769727209217e-01 -2.03985589891538e-02
 7.74298397620183e-01 -2.58779050352042e-02
 7.55116518374886e-01 -3.18094406761612e-02
 7.36223593967491e-01 -3.81304581976923e-02
 7.17603992917051e-01 -4.47353053201443e-02
 6.99243627597271e-01 -5.15404012334827e-02
 6.81126483354880e-01 -5.84594379292934e-02
 6.63240643624971e-01 -6.54249014773060e-02
 6.45621589801671e-01 -7.23807239162800e-02
 6.28239056540131e-01 -7.92682503251126e-02
 6.11065546184027e-01 -8.60388401565448e-02
 5.94094570879686e-01 -9.26527426564721e-02
 5.77317850437039e-01 -9.90683261626403e-02
 5.60736586511081e-01 -1.05262117392530e-01
 5.44347249360613e-01 -1.11205731720789e-01
 5.28152034495480e-01 -1.16879381693671e-01
 5.12139528185722e-01 -1.22226961801427e-01
 4.96319361969955e-01 -1.27247681180174e-01
 4.80693823869267e-01 -1.31927932584356e-01
 4.65272568248802e-01 -1.36274932748909e-01
 4.50060348358700e-01 -1.40276089598543e-01
 4.35065814164676e-01 -1.43946746795922e-01
 4.20293752878681e-01 -1.47275840087003e-01
 4.05752622942512e-01 -1.50274353029482e-01
 3.91445662860442e-01 -1.52934404468220e-01
 3.77380295234896e-01 -1.55284450809878e-01
 3.63557670044640e-01 -1.57288740025283e-01
 3.49989818656415e-01 -1.58976945415021e-01
 3.36678604807524e-01 -1.60936351165446e-01
 3.23630832715936e-01 -1.62745559650202e-01
 3.10850256983141e-01 -1.63962174627036e-01
 2.98340456178341e-01 -1.64617246362640e-01
 2.86106266016519e-01 -1.64718637360718e-01
 2.74148293465668e-01 -1.64322134707122e-01
 2.62469530426258e-01 -1.63509400906283e-01
 2.51073949364321e-01 -1.62851498102655e-01
 2.39960163396544e-01 -1.61966121381581e-01
 2.29133737526483e-01 -1.60869036738049e-01
 2.18590278184981e-01 -1.59556721303336e-01
 2.08333430249243e-01 -1.58054512589582e-01
 1.98359629608797e-01 -1.56365203323167e-01
 1.88672131560795e-01 -1.54494034898115e-01
 1.79271783943268e-01 -1.52460933709310e-01
 1.70155981218929e-01 -1.50263142646288e-01
 1.61328648515322e-01 -1.47913543364164e-01
 1.52787948887084e-01 -1.45420451711605e-01
 1.44530722046152e-01 -1.42799815776765e-01
 1.36558250877771e-01 -1.40051609940825e-01
 1.28857442478763e-01 -1.37195793204639e-01
 1.21430691842437e-01 -1.34241949266339e-01
 1.14280529855793e-01 -1.31186378056221e-01
 1.07389346634879e-01 -1.28047606121663e-01
 1.00759186357550e-01 -1.24832754085780e-01
 9.43904182688488e-02 -1.21543611707796e-01
 8.82797388215018e-02 -1.18190874467697e-01
 8.24242221496098e-02 -1.14785338343297e-01
 7.68174829999104e-02 -1.11324241527343e-01
 7.14554470098520e-02 -1.07820684955151e-01
 6.63370693790558e-02 -1.04275197138135e-01
 6.14529991939431e-02 -1.00696643383429e-01
 5.67892234255531e-02 -9.70921536792289e-02
 5.23438688231020e-02 -9.34665269246977e-02
 4.81124948167912e-02 -8.98246296546301e-02
 4.40881817194429e-02 -8.61705503049957e-02
 4.02672814908135e-02 -8.25100375869224e-02
 3.66510982267529e-02 -7.88503522965069e-02
 3.32399723916040e-02 -7.51923652714816e-02
 3.00245477724580e-02 -7.15396622901085e-02
 2.70092597981060e-02 -6.78950811498727e-02
 2.41897914975966e-02 -6.42626196164043e-02
 2.15617710527739e-02 -6.06460561790287e-02
 1.91215596098120e-02 -5.70462504630640e-02
 1.68601833023865e-02 -5.34708141092284e-02
 1.47680213299578e-02 -4.99226059517502e-02
 1.28299896332535e-02 -4.64137246468695e-02
 1.10328043316928e-02 -4.29473696188522e-02
 9.37094612632564e-03 -3.95266561496955e-02
 7.86132006272978e-03 -3.61512917704645e-02
 6.48929551857315e-03 -3.28214160429856e-02
 5.28705944586268e-03 -2.95358301602602e-02
 4.22915362622873e-03 -2.62953654459477e-02
 3.32442865071201e-03 -2.31110533183317e-02
 2.55176069214930e-03 -1.99829116313979e-02
 1.92634923508737e-03 -1.69194189798099e-02
 1.40745714956831e-03 -1.39207724959770e-02
 9.57060818606240e-04 -1.10001619129539e-02
 5.55461834073886e-04 -8.15465339635307e-03
 2.95586476445432e-04 -5.38188233603427e-03
 1.03597376908454e-04 -2.67817086142141e-03
 0.00000000000000e+00  0.00000000000000e+00
 9.83606372613969e-05  2.64091610968533e-03
 3.03001447600269e-04  5.34203587719026e-03
 5.65614595683947e-04  8.10885012281242e-03
 9.58718008844549e-04  1.09459739383521e-02
 1.40122762472192e-03  1.38576912867111e-02
 1.90199574329120e-03  1.68468433363818e-02
 2.48380811961601e-03  1.99078182602274e-02
 3.16481076335435e-03  2.30433158494176e-02
 3.96426871198116e-03  2.62393866398234e-02
 4.92105867886709e-03  2.94930117505491e-02
 6.02841574746794e-03  3.27930119332793e-02
 7.31041019207144e-03  3.61361926897537e-02
 8.73069950237456e-03  3.95266034442008e-02
 1.02911754600449e-02  4.29658556225790e-02
 1.19687667203917e-02  4.64593585360269e-02
 1.37797031248528e-02  5.00027920572060e-02
 1.57397528019334e-02  5.35887713802642e-02
 1.78523578818462e-02  5.72124005056142e-02
 2.01249589649890e-02  6.08702948998944e-02
 2.25738029063776e-02  6.45527156989361e-02
 2.52116818370005e-02  6.82555795035334e-02
 2.80386760175337e-02  7.19761055528991e-02
 3.10603634866201e-02  7.57138235842515e-02
 3.42865078471945e-02  7.94528076398554e-02
 3.77219032638011e-02  8.31927690148106e-02
 4.13705198848791e-02  8.69298539871207e-02
 4.52189262910942e-02  9.06590440331896e-02
 4.92686264025014e-02  9.43772679889179e-02
 5.35322938484281e-02  9.80757807477544e-02
 5.80078961086225e-02  1.01750455729221e-01
 6.27007900218463e-02  1.05395505417772e-01
 6.76177290656347e-02  1.09006708182555e-01
 7.27718075117270e-02  1.12573997352320e-01
 7.81637358705416e-02  1.16091575127652e-01
 8.37978636508726e-02  1.19547276001281e-01
 8.96793384342444e-02  1.22936641506577e-01
 9.58123769422894e-02  1.26261586878160e-01
 1.02197683131981e-01  1.29509112674911e-01
 1.08837875752128e-01  1.32674335289995e-01
 1.15736279678331e-01  1.35750881117370e-01
 1.22903190000406e-01  1.38715565069381e-01
 1.30340764160958e-01  1.41571546190418e-01
 1.38050639369469e-01  1.44312095715212e-01
 1.46033947217307e-01  1.46924986070362e-01
 1.54298348414104e-01  1.49395750735973e-01
 1.62845877127445e-01  1.51727109736657e-01
 1.71675541744434e-01  1.53904781549292e-01
 1.80785205038994e-01  1.55939506899696e-01
 1.90179925865710e-01  1.57807668385006e-01
 1.99860735157795e-01  1.59512500087896e-01
 2.09825017161402e-01  1.61033335183762e-01
 2.20073453897640e-01  1.62387832062565e-01
 2.30606631796830e-01  1.63550190656274e-01
 2.41422016987954e-01  1.64521187625929e-01
 2.52524130680268e-01  1.65601011206130e-01
 2.63909939148785e-01  1.66559870465981e-01
 2.75577353685645e-01  1.67161533416044e-01
 2.87525899783152e-01  1.67387795800852e-01
 2.99753468130902e-01  1.67231214776405e-01
 3.12256528981425e-01  1.66695083095115e-01
 3.25032415589172e-01  1.65799623508050e-01
 3.38077449749448e-01  1.64564175030793e-01
 3.51391234592551e-01  1.63006887205097e-01
 3.64970009046187e-01  1.61139086963539e-01
 3.78812322043691e-01  1.58995878839117e-01
 3.92915401180306e-01  1.57227446863088e-01
 4.07275437852169e-01  1.55270088126628e-01
 4.21892509736160e-01  1.53105515960390e-01
 4.36763203105019e-01  1.50738429504114e-01
 4.51886252337427e-01  1.48175553302680e-01
 4.67257646116306e-01  1.45416668077490e-01
 4.82874782737448e-01  1.42465058515015e-01
 4.98734624156126e-01  1.39327432237210e-01
 5.14833987115821e-01  1.36008073710068e-01
 5.31169353199232e-01  1.32513338512682e-01
 5.47736729891736e-01  1.28846334347093e-01
 5.64533939282663e-01  1.25023198348934e-01
 5.81554169961815e-01  1.21036815198740e-01
 5.98796239298791e-01  1.16909208837786e-01
 6.16255401906613e-01  1.12644739889644e-01
 6.33925751836910e-01  1.08249641331445e-01
 6.51839807203195e-01  1.03731490724637e-01
 6.69971213462617e-01  9.91038111804010e-02
 6.88290640465411e-01  9.43629301637842e-02
 7.06792572890399e-01  8.95306650605597e-02
 7.25470589657855e-01  8.46151387159520e-02
 7.44315357697460e-01  7.96254626909646e-02
 7.63318673361575e-01  7.45710449931739e-02
 7.82470878055205e-01  6.94561504051168e-02
 8.01762206996167e-01  6.42920549838711e-02
 8.21182736145502e-01  5.90875017258869e-02
